tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2015-421,Canada Masters,Hard,56,M,20150810,49,104925,1.0,,Novak Djokovic,R,188.0,SRB,28.219028063000000,1.0,13755.0,105208,,Q,Ernests Gulbis,R,190.0,LAT,26.9431895962,87.0,585.0,5-7 7-6(7) 6-1,3,QF,,10.0,5.0,80.0,50.0,40.0,19.0,15.0,3.0,6.0,9.0,7.0,110.0,61.0,42.0,24.0,16.0,4.0,9.0
2015-421,Canada Masters,Hard,56,M,20150810,50,104871,,,Jeremy Chardy,R,188.0,FRA,28.490075290900000,49.0,925.0,104545,16.0,,John Isner,R,206.0,USA,30.288843258000000,12.0,2180.0,6-7(9) 7-6(13) 7-6(4),3,QF,,12.0,6.0,134.0,89.0,73.0,29.0,18.0,6.0,7.0,32.0,2.0,132.0,93.0,73.0,25.0,18.0,4.0,5.0
2015-421,Canada Masters,Hard,56,M,20150810,51,105453,4.0,,Kei Nishikori,R,178.0,JPN,25.6125941136,4.0,6025.0,104745,7.0,,Rafael Nadal,L,185.0,ESP,29.1854893908,9.0,3500.0,6-2 6-4,3,QF,,5.0,3.0,52.0,30.0,24.0,10.0,9.0,2.0,3.0,4.0,6.0,54.0,30.0,20.0,9.0,9.0,0.0,4.0
2015-421,Canada Masters,Hard,56,M,20150810,52,104918,2.0,,Andy Murray,R,190.0,GBR,28.2381930185,3.0,7840.0,104542,10.0,,Jo Wilfried Tsonga,R,188.0,FRA,30.3134839151,24.0,1475.0,6-4 6-4,3,QF,,3.0,2.0,68.0,44.0,31.0,14.0,10.0,3.0,3.0,3.0,0.0,69.0,40.0,26.0,14.0,10.0,2.0,4.0
2015-421,Canada Masters,Hard,56,M,20150810,53,104925,1.0,,Novak Djokovic,R,188.0,SRB,28.219028063000000,1.0,13755.0,104871,,,Jeremy Chardy,R,188.0,FRA,28.490075290900000,49.0,925.0,6-4 6-4,3,SF,,4.0,2.0,51.0,37.0,31.0,10.0,10.0,0.0,0.0,2.0,3.0,67.0,44.0,33.0,10.0,10.0,3.0,5.0
2015-421,Canada Masters,Hard,56,M,20150810,54,104918,2.0,,Andy Murray,R,190.0,GBR,28.2381930185,3.0,7840.0,105453,4.0,,Kei Nishikori,R,178.0,JPN,25.6125941136,4.0,6025.0,6-3 6-0,3,SF,,8.0,1.0,41.0,25.0,20.0,8.0,8.0,1.0,3.0,0.0,4.0,52.0,27.0,15.0,5.0,7.0,5.0,11.0
2015-421,Canada Masters,Hard,56,M,20150810,55,104918,2.0,,Andy Murray,R,190.0,GBR,28.2381930185,3.0,7840.0,104925,1.0,,Novak Djokovic,R,188.0,SRB,28.219028063000000,1.0,13755.0,6-4 4-6 6-3,3,F,,8.0,5.0,124.0,75.0,52.0,22.0,15.0,11.0,14.0,5.0,2.0,106.0,64.0,42.0,20.0,14.0,15.0,19.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,1,103285,,PR,Radek Stepanek,R,185.0,CZE,36.8350444901,278.0,167.0,105216,,Q,Yuichi Sugita,R,,JPN,27.0253251198,131.0,425.0,7-6(6) 6-0,3,R32,,9.0,2.0,61.0,40.0,29.0,12.0,9.0,3.0,4.0,3.0,1.0,69.0,42.0,21.0,13.0,9.0,5.0,9.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,2,105062,,,Mikhail Kukushkin,R,183.0,KAZ,27.7563312799,48.0,922.0,106368,,WC,Ramkumar Ramanathan,R,,IND,20.887063655,218.0,229.0,6-2 6-2,3,R32,,2.0,1.0,51.0,28.0,22.0,14.0,8.0,1.0,1.0,5.0,2.0,56.0,25.0,18.0,10.0,8.0,2.0,6.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,3,105430,,,Radu Albot,U,,MDA,25.87816564,107.0,498.0,104678,5.0,,Viktor Troicki,R,193.0,SRB,29.6290212183,24.0,1499.0,6-2 7-6(5),3,R32,,0.0,2.0,70.0,49.0,32.0,9.0,10.0,2.0,5.0,11.0,4.0,66.0,37.0,29.0,7.0,10.0,3.0,8.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,4,105311,,,Joao Sousa,R,,POR,26.496919917900000,47.0,951.0,104308,,Q,Michal Przysiezny,R,185.0,POL,31.613963039,159.0,340.0,6-2 6-2,3,R32,,5.0,1.0,45.0,23.0,18.0,15.0,8.0,2.0,2.0,6.0,5.0,49.0,24.0,18.0,9.0,8.0,2.0,6.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,5,103794,,,Benjamin Becker,R,178.0,GER,34.283367556500000,74.0,675.0,105032,,,Samuel Groth,R,,AUS,27.9425051335,53.0,843.0,6-1 7-6(6),3,R32,,2.0,3.0,63.0,41.0,33.0,14.0,10.0,1.0,1.0,17.0,7.0,62.0,35.0,28.0,11.0,9.0,4.0,6.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,6,104871,6.0,,Jeremy Chardy,R,188.0,FRA,28.624229979500000,26.0,1435.0,100644,,,Alexander Zverev,R,,GER,18.439425051300000,78.0,652.0,3-6 6-3 6-2,3,R32,,6.0,2.0,66.0,31.0,27.0,21.0,13.0,2.0,4.0,3.0,5.0,90.0,56.0,33.0,16.0,13.0,3.0,7.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,7,106401,7.0,,Nick Kyrgios,R,,AUS,20.421629021200000,41.0,1035.0,105053,,,Santiago Giraldo,R,188.0,COL,27.835728952800000,65.0,745.0,6-1 2-1 RET,3,R32,,6.0,2.0,32.0,13.0,13.0,9.0,5.0,3.0,3.0,0.0,0.0,32.0,19.0,10.0,4.0,5.0,0.0,3.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,8,105147,,,Tatsuma Ito,R,180.0,JPN,27.3620807666,116.0,469.0,103813,,,Jarkko Nieminen,L,185.0,FIN,34.1820670773,135.0,411.0,6-2 7-6(3),3,R32,,5.0,5.0,61.0,25.0,22.0,17.0,10.0,2.0,5.0,2.0,6.0,63.0,35.0,20.0,10.0,10.0,2.0,7.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,9,105932,,,Nikoloz Basilashvili,R,,RUS,23.5947980835,95.0,561.0,104873,,,Aleksandr Nedovyesov,R,,KAZ,28.6160164271,115.0,475.0,6-3 1-0 RET,3,R32,,0.0,1.0,30.0,20.0,16.0,6.0,5.0,2.0,2.0,0.0,1.0,38.0,28.0,14.0,7.0,5.0,1.0,3.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,10,105577,8.0,,Vasek Pospisil,R,193.0,CAN,25.264887063700000,44.0,995.0,106034,,Q,Yasutaka Uchiyama,R,,JPN,23.1457905544,226.0,214.0,6-3 6-4,3,R32,,9.0,2.0,53.0,31.0,26.0,14.0,10.0,0.0,0.0,2.0,3.0,57.0,36.0,23.0,12.0,9.0,2.0,4.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,11,104571,,,Marcos Baghdatis,R,183.0,CYP,30.2806297057,51.0,895.0,104597,,WC,Nicolas Almagro,R,183.0,ESP,30.1026694045,76.0,668.0,6-3 6-7(5) 6-1,3,R32,,18.0,2.0,81.0,44.0,39.0,21.0,15.0,0.0,2.0,3.0,3.0,88.0,44.0,27.0,21.0,13.0,4.0,9.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,12,104999,,Q,Mischa Zverev,L,190.0,GER,28.101300479100000,248.0,191.0,104330,,,Rajeev Ram,R,193.0,USA,31.5290896646,93.0,579.0,7-6(2) 3-6 6-3,3,R32,,11.0,3.0,98.0,70.0,53.0,14.0,15.0,6.0,8.0,3.0,0.0,93.0,64.0,44.0,17.0,15.0,2.0,4.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,13,103970,1.0,,David Ferrer,R,175.0,ESP,33.4893908282,8.0,3695.0,103285,,PR,Radek Stepanek,R,185.0,CZE,36.8350444901,278.0,167.0,7-5 6-3,3,R16,,2.0,2.0,69.0,41.0,27.0,14.0,11.0,2.0,5.0,2.0,4.0,64.0,37.0,23.0,8.0,10.0,3.0,8.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,14,105062,,,Mikhail Kukushkin,R,183.0,KAZ,27.7563312799,48.0,922.0,105430,,,Radu Albot,U,,MDA,25.87816564,107.0,498.0,6-3 6-2,3,R16,,2.0,3.0,67.0,38.0,24.0,13.0,8.0,8.0,10.0,1.0,2.0,61.0,39.0,19.0,10.0,9.0,6.0,12.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,15,105777,4.0,,Grigor Dimitrov,R,188.0,BUL,24.369609856300000,19.0,1600.0,105311,,,Joao Sousa,R,,POR,26.496919917900000,47.0,951.0,2-6 6-3 6-4,3,R16,,4.0,7.0,100.0,51.0,39.0,22.0,14.0,9.0,12.0,1.0,4.0,86.0,47.0,30.0,22.0,13.0,3.0,6.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,16,103794,,,Benjamin Becker,R,178.0,GER,34.283367556500000,74.0,675.0,104871,6.0,,Jeremy Chardy,R,188.0,FRA,28.624229979500000,26.0,1435.0,5-7 6-1 7-5,3,R16,,7.0,5.0,101.0,60.0,47.0,20.0,16.0,3.0,5.0,13.0,9.0,90.0,51.0,38.0,18.0,15.0,3.0,7.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,17,106401,7.0,,Nick Kyrgios,R,,AUS,20.421629021200000,41.0,1035.0,105147,,,Tatsuma Ito,R,180.0,JPN,27.3620807666,116.0,469.0,6-3 6-2,3,R16,,12.0,4.0,54.0,31.0,26.0,15.0,9.0,2.0,2.0,4.0,2.0,40.0,26.0,16.0,8.0,8.0,0.0,3.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,18,103333,3.0,WC,Ivo Karlovic,R,208.0,CRO,36.5804243669,18.0,1620.0,105932,,,Nikoloz Basilashvili,R,,RUS,23.5947980835,95.0,561.0,7-5 4-6 6-3,3,R16,,18.0,2.0,86.0,57.0,41.0,20.0,16.0,3.0,5.0,4.0,4.0,97.0,66.0,46.0,17.0,15.0,5.0,8.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,19,105577,8.0,,Vasek Pospisil,R,193.0,CAN,25.264887063700000,44.0,995.0,104571,,,Marcos Baghdatis,R,183.0,CYP,30.2806297057,51.0,895.0,7-6(2) 3-6 6-3,3,R16,,11.0,6.0,109.0,60.0,47.0,23.0,15.0,5.0,7.0,3.0,5.0,100.0,52.0,39.0,26.0,15.0,5.0,7.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,20,103852,2.0,,Feliciano Lopez,L,188.0,ESP,34.020533880900000,17.0,1935.0,104999,,Q,Mischa Zverev,L,190.0,GER,28.101300479100000,248.0,191.0,6-3 7-6(4),3,R16,,15.0,3.0,80.0,40.0,32.0,23.0,11.0,6.0,7.0,2.0,4.0,81.0,48.0,29.0,21.0,10.0,4.0,6.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,21,103970,1.0,,David Ferrer,R,175.0,ESP,33.4893908282,8.0,3695.0,105062,,,Mikhail Kukushkin,R,183.0,KAZ,27.7563312799,48.0,922.0,6-3 6-4,3,QF,,4.0,0.0,59.0,43.0,30.0,12.0,10.0,1.0,1.0,2.0,2.0,46.0,23.0,16.0,13.0,9.0,0.0,2.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,22,103794,,,Benjamin Becker,R,178.0,GER,34.283367556500000,74.0,675.0,105777,4.0,,Grigor Dimitrov,R,188.0,BUL,24.369609856300000,19.0,1600.0,6-4 7-6(3),3,QF,,6.0,2.0,76.0,49.0,36.0,15.0,11.0,3.0,4.0,8.0,2.0,76.0,55.0,35.0,13.0,11.0,2.0,4.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,23,106401,7.0,,Nick Kyrgios,R,,AUS,20.421629021200000,41.0,1035.0,103333,3.0,WC,Ivo Karlovic,R,208.0,CRO,36.5804243669,18.0,1620.0,7-6(4) 7-6(2),3,QF,,11.0,1.0,79.0,55.0,47.0,13.0,12.0,2.0,2.0,13.0,4.0,72.0,46.0,38.0,16.0,12.0,1.0,1.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,24,103852,2.0,,Feliciano Lopez,L,188.0,ESP,34.020533880900000,17.0,1935.0,105577,8.0,,Vasek Pospisil,R,193.0,CAN,25.264887063700000,44.0,995.0,6-7(2) 6-3 6-2,3,QF,,10.0,3.0,82.0,53.0,43.0,17.0,15.0,0.0,1.0,11.0,3.0,94.0,58.0,39.0,19.0,14.0,5.0,9.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,25,103970,1.0,,David Ferrer,R,175.0,ESP,33.4893908282,8.0,3695.0,103794,,,Benjamin Becker,R,178.0,GER,34.283367556500000,74.0,675.0,3-6 6-2 6-4,3,SF,,2.0,4.0,107.0,62.0,44.0,21.0,14.0,11.0,13.0,5.0,4.0,81.0,48.0,34.0,14.0,13.0,4.0,7.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,26,103852,2.0,,Feliciano Lopez,L,188.0,ESP,34.020533880900000,17.0,1935.0,106401,7.0,,Nick Kyrgios,R,,AUS,20.421629021200000,41.0,1035.0,7-6(2) 7-6(5),3,SF,,12.0,4.0,77.0,48.0,41.0,15.0,12.0,0.0,1.0,13.0,3.0,76.0,48.0,32.0,18.0,12.0,1.0,2.0
2015-6003,Kuala Lumpur,Hard,28,A,20150928,27,103970,1.0,,David Ferrer,R,175.0,ESP,33.4893908282,8.0,3695.0,103852,2.0,,Feliciano Lopez,L,188.0,ESP,34.020533880900000,17.0,1935.0,7-5 7-5,3,F,,2.0,2.0,70.0,51.0,36.0,12.0,12.0,1.0,2.0,7.0,6.0,82.0,55.0,37.0,11.0,12.0,8.0,11.0
2015-6120,Nice,Clay,28,A,20150517,1,105902,,,James Duckworth,R,183.0,AUS,23.3210130048,88.0,589.0,126207,,LL,Francis Tiafoe,R,,USA,17.3223819302,291.0,162.0,6-7(5) 7-5 6-2,3,R32,122.0,4.0,4.0,95.0,56.0,44.0,25.0,16.0,4.0,5.0,8.0,1.0,99.0,67.0,45.0,18.0,16.0,4.0,8.0
2015-6120,Nice,Clay,28,A,20150517,2,106432,,,Borna Coric,R,,CRO,18.5051334702,53.0,890.0,105032,,Q,Samuel Groth,R,,AUS,27.578370978800000,73.0,688.0,7-5 6-3,3,R32,98.0,2.0,3.0,53.0,34.0,31.0,12.0,10.0,2.0,2.0,7.0,11.0,94.0,56.0,38.0,15.0,11.0,14.0,17.0
2015-6120,Nice,Clay,28,A,20150517,3,105917,,Q,Gianni Mina,R,185.0,FRA,23.2689938398,269.0,184.0,106071,5.0,,Bernard Tomic,R,193.0,AUS,22.5708418891,28.0,1320.0,6-2 RET,3,R32,26.0,3.0,0.0,17.0,15.0,14.0,2.0,4.0,0.0,0.0,0.0,1.0,23.0,15.0,8.0,3.0,4.0,0.0,2.0
2015-6120,Nice,Clay,28,A,20150517,4,106298,,WC,Lucas Pouille,R,,FRA,21.2292950034,91.0,573.0,105065,,,Tim Smyczek,R,175.0,USA,27.3812457221,72.0,688.0,6-3 6-0,3,R32,70.0,1.0,2.0,45.0,24.0,20.0,9.0,8.0,0.0,1.0,3.0,1.0,73.0,49.0,25.0,8.0,7.0,16.0,21.0
2015-6120,Nice,Clay,28,A,20150517,5,105023,,,Sam Querrey,R,198.0,USA,27.611225188200000,38.0,1115.0,105074,,Q,Ruben Bemelmans,L,,BEL,27.340177960300000,95.0,542.0,6-2 6-3,3,R32,59.0,7.0,2.0,47.0,31.0,24.0,13.0,9.0,1.0,1.0,1.0,6.0,58.0,35.0,24.0,9.0,8.0,1.0,4.0
2015-6120,Nice,Clay,28,A,20150517,6,104338,8.0,,Juan Monaco,R,185.0,ARG,31.1348391513,34.0,1170.0,105332,,,Benoit Paire,R,196.0,FRA,26.0260095825,71.0,698.0,6-4 6-2,3,R32,76.0,0.0,1.0,57.0,41.0,32.0,9.0,9.0,3.0,3.0,2.0,1.0,71.0,37.0,21.0,17.0,9.0,11.0,14.0
2015-6120,Nice,Clay,28,A,20150517,7,106401,6.0,,Nick Kyrgios,R,,AUS,20.0574948665,30.0,1230.0,105062,,,Mikhail Kukushkin,R,183.0,KAZ,27.3921971253,57.0,842.0,7-6(5) 6-2,3,R32,79.0,6.0,3.0,64.0,41.0,33.0,12.0,10.0,3.0,4.0,0.0,1.0,65.0,41.0,28.0,13.0,10.0,2.0,5.0
2015-6120,Nice,Clay,28,A,20150517,8,106233,,,Dominic Thiem,R,,AUT,21.7029431896,42.0,995.0,103607,,,Victor Estrella,R,173.0,DOM,34.7898699521,46.0,945.0,7-6(5) 6-2,3,R32,87.0,5.0,2.0,64.0,37.0,29.0,16.0,10.0,4.0,5.0,2.0,3.0,73.0,42.0,30.0,12.0,10.0,3.0,6.0
2015-6120,Nice,Clay,28,A,20150517,9,105238,,,Alexandr Dolgopolov,R,180.0,UKR,26.524298425700000,68.0,705.0,104660,,,Sergiy Stakhovsky,R,193.0,UKR,29.3607118412,52.0,894.0,3-6 7-5 6-2,3,R32,96.0,2.0,1.0,70.0,48.0,40.0,14.0,14.0,1.0,2.0,3.0,0.0,93.0,51.0,35.0,22.0,15.0,4.0,7.0
2015-6120,Nice,Clay,28,A,20150517,10,105583,,,Dusan Lajovic,R,180.0,SRB,24.8815879535,75.0,685.0,106058,7.0,,Jack Sock,R,185.0,USA,22.6447638604,36.0,1137.0,5-7 7-5 6-1,3,R32,115.0,4.0,1.0,101.0,71.0,48.0,16.0,16.0,3.0,6.0,4.0,5.0,86.0,43.0,32.0,19.0,15.0,7.0,12.0
2015-6120,Nice,Clay,28,A,20150517,11,105807,,,Pablo Carreno Busta,R,,ESP,23.8494182067,61.0,815.0,111506,,WC,Maxime Hamou,R,,FRA,19.9425051335,225.0,213.0,6-2 6-2,3,R32,68.0,5.0,0.0,58.0,35.0,23.0,15.0,8.0,6.0,7.0,3.0,1.0,50.0,32.0,18.0,7.0,8.0,4.0,9.0
2015-6120,Nice,Clay,28,A,20150517,12,105449,,,Steve Johnson,R,188.0,USA,25.3963039014,55.0,850.0,105030,,Q,Michael Venus,R,,NZL,27.5865845311,516.0,65.0,7-5 6-3,3,R32,69.0,11.0,3.0,56.0,35.0,30.0,15.0,11.0,0.0,0.0,1.0,2.0,52.0,36.0,25.0,8.0,10.0,0.0,2.0
2015-6120,Nice,Clay,28,A,20150517,13,105902,,,James Duckworth,R,183.0,AUS,23.3210130048,88.0,589.0,111460,,LL,Quentin Halys,R,,FRA,18.5571526352,304.0,153.0,7-6(0) 7-6(5),3,R16,94.0,7.0,2.0,79.0,44.0,35.0,23.0,12.0,6.0,6.0,11.0,2.0,76.0,48.0,37.0,17.0,12.0,3.0,3.0
2015-6120,Nice,Clay,28,A,20150517,14,106432,,,Borna Coric,R,,CRO,18.5051334702,53.0,890.0,105917,,Q,Gianni Mina,R,185.0,FRA,23.2689938398,269.0,184.0,7-6(4) 6-3,3,R16,101.0,3.0,1.0,66.0,43.0,35.0,16.0,11.0,3.0,3.0,4.0,2.0,60.0,31.0,27.0,14.0,10.0,3.0,4.0
2015-6120,Nice,Clay,28,A,20150517,15,104919,4.0,,Leonardo Mayer,R,188.0,ARG,28.008213552400000,24.0,1487.0,106298,,WC,Lucas Pouille,R,,FRA,21.2292950034,91.0,573.0,6-4 6-0,3,R16,74.0,4.0,1.0,50.0,30.0,22.0,13.0,8.0,2.0,2.0,3.0,6.0,60.0,26.0,18.0,14.0,8.0,10.0,14.0
2015-6120,Nice,Clay,28,A,20150517,16,104338,8.0,,Juan Monaco,R,185.0,ARG,31.1348391513,34.0,1170.0,105023,,,Sam Querrey,R,198.0,USA,27.611225188200000,38.0,1115.0,6-3 6-1,3,R16,54.0,1.0,4.0,48.0,35.0,26.0,7.0,8.0,1.0,2.0,3.0,2.0,51.0,33.0,20.0,5.0,8.0,3.0,8.0
2015-6120,Nice,Clay,28,A,20150517,17,106233,,,Dominic Thiem,R,,AUT,21.7029431896,42.0,995.0,106401,6.0,,Nick Kyrgios,R,,AUS,20.0574948665,30.0,1230.0,4-3 RET,3,R16,28.0,2.0,1.0,17.0,8.0,6.0,4.0,3.0,2.0,3.0,4.0,1.0,33.0,15.0,9.0,8.0,4.0,0.0,2.0
2015-6120,Nice,Clay,28,A,20150517,18,105208,3.0,,Ernests Gulbis,R,190.0,LAT,26.71321013,25.0,1480.0,105238,,,Alexandr Dolgopolov,R,180.0,UKR,26.524298425700000,68.0,705.0,7-5 4-6 6-1,3,R16,128.0,14.0,6.0,93.0,59.0,45.0,15.0,15.0,3.0,6.0,0.0,1.0,91.0,47.0,22.0,29.0,14.0,9.0,14.0
2015-6120,Nice,Clay,28,A,20150517,19,105583,,,Dusan Lajovic,R,180.0,SRB,24.8815879535,75.0,685.0,105807,,,Pablo Carreno Busta,R,,ESP,23.8494182067,61.0,815.0,6-3 4-6 7-5,3,R16,115.0,4.0,2.0,96.0,68.0,46.0,14.0,15.0,2.0,5.0,7.0,0.0,82.0,50.0,34.0,16.0,16.0,3.0,8.0
2015-6120,Nice,Clay,28,A,20150517,20,104545,2.0,,John Isner,R,206.0,USA,30.058863791900000,17.0,1935.0,105449,,,Steve Johnson,R,188.0,USA,25.3963039014,55.0,850.0,7-6(3) 4-6 6-3,3,R16,116.0,16.0,2.0,93.0,64.0,50.0,20.0,16.0,4.0,5.0,6.0,2.0,99.0,61.0,46.0,23.0,15.0,4.0,5.0
2015-6120,Nice,Clay,28,A,20150517,21,106432,,,Borna Coric,R,,CRO,18.5051334702,53.0,890.0,105902,,,James Duckworth,R,183.0,AUS,23.3210130048,88.0,589.0,6-3 7-6(3),3,QF,97.0,5.0,1.0,64.0,43.0,31.0,9.0,10.0,6.0,9.0,2.0,3.0,80.0,42.0,24.0,15.0,11.0,8.0,13.0
2015-6120,Nice,Clay,28,A,20150517,22,104919,4.0,,Leonardo Mayer,R,188.0,ARG,28.008213552400000,24.0,1487.0,104338,8.0,,Juan Monaco,R,185.0,ARG,31.1348391513,34.0,1170.0,6-3 6-4,3,QF,93.0,2.0,2.0,78.0,47.0,37.0,13.0,10.0,6.0,6.0,0.0,1.0,55.0,44.0,24.0,9.0,9.0,5.0,7.0
2015-6120,Nice,Clay,28,A,20150517,23,106233,,,Dominic Thiem,R,,AUT,21.7029431896,42.0,995.0,105208,3.0,,Ernests Gulbis,R,190.0,LAT,26.71321013,25.0,1480.0,6-2 6-4,3,QF,97.0,2.0,0.0,63.0,28.0,21.0,19.0,9.0,2.0,3.0,3.0,6.0,69.0,35.0,21.0,15.0,9.0,7.0,11.0
2015-6120,Nice,Clay,28,A,20150517,24,104545,2.0,,John Isner,R,206.0,USA,30.058863791900000,17.0,1935.0,105583,,,Dusan Lajovic,R,180.0,SRB,24.8815879535,75.0,685.0,7-6(3) 6-4,3,QF,78.0,8.0,0.0,67.0,46.0,35.0,14.0,11.0,2.0,2.0,6.0,1.0,67.0,41.0,34.0,13.0,11.0,2.0,3.0
2015-6120,Nice,Clay,28,A,20150517,25,104919,4.0,,Leonardo Mayer,R,188.0,ARG,28.008213552400000,24.0,1487.0,106432,,,Borna Coric,R,,CRO,18.5051334702,53.0,890.0,6-4 6-3,3,SF,86.0,9.0,3.0,76.0,46.0,33.0,18.0,10.0,11.0,11.0,0.0,1.0,46.0,32.0,25.0,7.0,9.0,0.0,2.0
2015-6120,Nice,Clay,28,A,20150517,26,106233,,,Dominic Thiem,R,,AUT,21.7029431896,42.0,995.0,104545,2.0,,John Isner,R,206.0,USA,30.058863791900000,17.0,1935.0,7-6(5) 6-3,3,SF,87.0,11.0,2.0,64.0,38.0,32.0,16.0,11.0,1.0,2.0,11.0,1.0,75.0,55.0,42.0,5.0,10.0,9.0,11.0
2015-6120,Nice,Clay,28,A,20150517,27,106233,,,Dominic Thiem,R,,AUT,21.7029431896,42.0,995.0,104919,4.0,,Leonardo Mayer,R,188.0,ARG,28.008213552400000,24.0,1487.0,6-7(8) 7-5 7-6(2),3,F,169.0,7.0,4.0,121.0,79.0,65.0,24.0,18.0,6.0,6.0,4.0,2.0,130.0,98.0,67.0,24.0,18.0,9.0,10.0
2015-407,Rotterdam,Hard,32,A,20150209,1,104918,1.0,,Andy Murray,R,190.0,GBR,27.7399041752,4.0,5460.0,103917,,Q,Nicolas Mahut,R,190.0,FRA,33.051334702300000,109.0,500.0,6-3 6-2,3,R32,94.0,4.0,5.0,62.0,36.0,29.0,12.0,9.0,5.0,6.0,5.0,2.0,63.0,32.0,20.0,13.0,8.0,5.0,9.0
2015-407,Rotterdam,Hard,32,A,20150209,2,105577,,,Vasek Pospisil,R,193.0,CAN,24.6324435318,59.0,785.0,104259,,,Philipp Kohlschreiber,R,178.0,GER,31.318275154000000,22.0,1460.0,6-4 6-2,3,R32,61.0,5.0,1.0,49.0,24.0,18.0,20.0,9.0,2.0,2.0,2.0,1.0,48.0,31.0,23.0,5.0,9.0,1.0,4.0
2015-407,Rotterdam,Hard,32,A,20150209,3,104871,,,Jeremy Chardy,R,188.0,FRA,27.991786447600000,34.0,1150.0,103898,,,Julien Benneteau,R,185.0,FRA,33.138945927400000,28.0,1355.0,3-3 RET,3,R32,21.0,5.0,0.0,18.0,10.0,9.0,5.0,3.0,2.0,2.0,4.0,0.0,16.0,11.0,9.0,3.0,3.0,0.0,0.0
2015-407,Rotterdam,Hard,32,A,20150209,4,104468,8.0,,Gilles Simon,R,183.0,FRA,30.119096509200000,19.0,1755.0,105311,,,Joao Sousa,R,,POR,25.864476386,46.0,947.0,5-7 6-3 6-2,3,R32,140.0,8.0,0.0,96.0,54.0,36.0,23.0,15.0,8.0,12.0,1.0,2.0,94.0,53.0,30.0,20.0,14.0,5.0,11.0
2015-407,Rotterdam,Hard,32,A,20150209,5,104607,3.0,,Tomas Berdych,R,196.0,CZE,29.3963039014,7.0,4660.0,104735,,LL,Tobias Kamke,R,180.0,GER,28.722792607800000,99.0,564.0,6-1 7-5,3,R32,89.0,11.0,2.0,61.0,36.0,29.0,11.0,10.0,6.0,8.0,0.0,2.0,58.0,31.0,18.0,11.0,9.0,3.0,8.0
2015-407,Rotterdam,Hard,32,A,20150209,6,104312,,,Andreas Seppi,R,190.0,ITA,30.9678302533,35.0,1145.0,104898,,WC,Robin Haase,R,190.0,NED,27.846680355900000,90.0,580.0,6-7(5) 6-3 6-3,3,R32,135.0,9.0,0.0,96.0,64.0,48.0,13.0,15.0,4.0,7.0,9.0,4.0,113.0,75.0,47.0,15.0,15.0,5.0,11.0
2015-407,Rotterdam,Hard,32,A,20150209,7,104792,,,Gael Monfils,R,193.0,FRA,28.4407939767,21.0,1565.0,104273,,Q,Edouard Roger Vasselin,R,188.0,FRA,31.2005475702,135.0,400.0,6-3 6-2,3,R32,67.0,8.0,0.0,71.0,53.0,31.0,13.0,9.0,4.0,5.0,1.0,1.0,43.0,31.0,17.0,4.0,8.0,3.0,7.0
2015-407,Rotterdam,Hard,32,A,20150209,8,105138,7.0,,Roberto Bautista Agut,R,,ESP,26.822724161500000,16.0,1975.0,100644,,WC,Alexander Zverev,R,,GER,17.8069815195,137.0,395.0,6-4 6-1,3,R32,66.0,3.0,0.0,45.0,33.0,28.0,8.0,9.0,0.0,0.0,7.0,0.0,51.0,32.0,19.0,7.0,8.0,3.0,6.0
